Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
5105,Zara Jeans Gold 9,Continue rich mother author easy picture why necessary project price these.,Zara,Clothing,Jeans,54902.88,INR,50,27451.44,5,4793,9779378752552,ZAR-CLO-005105,PROD-B75E8E6B,Gold,9,Nylon,8.31,87.2,125.3,24.9,3.1,3610,Pre-Order,Ramirez-Brown,Japan,18,Clothing|Jeans|Zara|Gold|Nylon,https://cdn.example.com/products/prod-b75e8e6b.jpg,2022-06-20 19:18:37,2023-06-15 19:18:37
5106,Acer Ethnic Wear Pink 34,Scene south mouth most space collection dog investment second.,Acer,Clothing,Ethnic Wear,79527.51,USD,5,75551.13,0,2661,8735991786238,ACE-CLO-005106,PROD-D6C680B7,Pink,34,Stainless Steel,10.6,175.0,26.3,22.4,2.6,16581,Discontinued,Lopez Inc,USA,6,Clothing|Ethnic Wear|Acer|Pink|Stainless Steel,https://cdn.example.com/products/prod-d6c680b7.jpg,2024-10-09 15:59:05,2025-05-27 15:59:05
5107,Lenovo Swimming Rose Gold One Size,Politics quite live space despite save entire realize country pay natural lot his person drop laugh could surface might less.,Lenovo,Sports & Fitness,Swimming,7259.14,INR,5,6896.18,0,1961,1438558932686,LEN-SPO-005107,PROD-621CBB84,Rose Gold,One Size,Silk,0.24,67.8,24.9,63.8,2.5,18079,Limited Stock,Morales-Frazier,Germany,12,Sports & Fitness|Swimming|Lenovo|Rose Gold|Silk,https://cdn.example.com/products/prod-621cbb84.jpg,2024-09-15 19:07:13,2024-12-13 19:07:13
5108,Nikon Swimming Yellow 7,Each remain energy sing guy hotel woman check even ever add improve police indicate stock.,Nikon,Sports & Fitness,Swimming,75967.08,INR,40,45580.25,28,3483,7294386541919,NIK-SPO-005108,PROD-2AC735C0,Yellow,7,Aluminium,5.32,21.8,24.6,89.3,2.6,12429,Out of Stock,Carpenter-Baker,Italy,12,Sports & Fitness|Swimming|Nikon|Yellow|Aluminium,https://cdn.example.com/products/prod-2ac735c0.jpg,2024-09-27 20:31:52,2024-10-14 20:31:52
5109,Apple TVs Cyan One Size,Unit magazine doctor of attention home language.,Apple,Electronics,TVs,53178.97,INR,60,21271.59,12,1672,0406149399454,APP-ELE-005109,PROD-B30F59F2,Cyan,One Size,Wool,25.74,58.7,65.0,12.8,2.0,12658,Limited Stock,"Stephenson, Peck and Leonard",Bangladesh,24,Electronics|TVs|Apple|Cyan|Wool,https://cdn.example.com/products/prod-b30f59f2.jpg,2022-07-01 21:23:55,2022-10-21 21:23:55
5110,Under Armour Medical Devices Red 9,Drive account treatment debate dinner likely at nature sing growth.,Under Armour,Beauty & Health,Medical Devices,94111.12,INR,0,94111.12,12,3641,9625701448138,UND-BEA-005110,PROD-814747E1,Red,9,Leather,8.94,115.4,89.5,30.2,1.9,751,Pre-Order,"Miller, Flores and Reyes",Japan,18,Beauty & Health|Medical Devices|Under Armour|Red|Leather,https://cdn.example.com/products/prod-814747e1.jpg,2023-01-21 09:27:20,2024-01-18 09:27:20
5111,Fossil Smartphones Pink 10,My single certainly him present happy right light data trouble experience forward night attorney party else term minute cultural simply up offer fly.,Fossil,Electronics,Smartphones,86467.59,INR,10,77820.83,5,552,9055745217658,FOS-ELE-005111,PROD-03348F95,Pink,10,Denim,28.56,13.3,111.3,94.4,3.0,11422,Pre-Order,"Walters, Brown and Mueller",Bangladesh,12,Electronics|Smartphones|Fossil|Pink|Denim,https://cdn.example.com/products/prod-03348f95.jpg,2022-06-13 11:43:51,2023-03-12 11:43:51
5112,LG Slippers Purple 34,Under Republican morning six agreement wear activity leg visit clear increase tend majority.,LG,Footwear,Slippers,15578.37,INR,10,14020.53,12,3647,0247541684348,LG-FOO-005112,PROD-4793BF66,Purple,34,Wool,27.96,137.3,130.8,81.1,2.8,10398,Out of Stock,Wood-Mason,Vietnam,24,Footwear|Slippers|LG|Purple|Wool,https://cdn.example.com/products/prod-4793bf66.jpg,2022-07-30 09:43:13,2023-03-26 09:43:13
5113,Bata Shorts Silver S,End then account nature billion approach suggest history again.,Bata,Clothing,Shorts,26557.69,INR,30,18590.38,5,1014,5605077423759,BAT-CLO-005113,PROD-B5D91864,Silver,S,Wood,8.32,106.1,76.4,62.5,5.0,12340,In Stock,Sanchez Ltd,South Korea,0,Clothing|Shorts|Bata|Silver|Wood,https://cdn.example.com/products/prod-b5d91864.jpg,2023-07-04 02:06:22,2024-05-19 02:06:22
5114,Calvin Klein Remote Control Maroon M,Throughout catch young game thousand physical walk kid beautiful across well employee.,Calvin Klein,Toys & Games,Remote Control,52951.06,USD,30,37065.74,28,3950,2780563146640,CAL-TOY-005114,PROD-8A2A92B0,Maroon,M,Leather,11.16,173.9,14.2,61.3,4.7,24162,Limited Stock,"Lewis, Price and Parks",Taiwan,12,Toys & Games|Remote Control|Calvin Klein|Maroon|Leather,https://cdn.example.com/products/prod-8a2a92b0.jpg,2024-11-05 01:11:18,2025-07-15 01:11:18
5115,Levi's Seat Covers Pink 34,Board skill child officer assume sense its me yeah information maintain choice.,Levi's,Automotive,Seat Covers,77382.97,INR,20,61906.38,18,2039,7214741207069,LEV-AUT-005115,PROD-BCBAD654,Pink,34,Ceramic,0.62,134.3,43.8,90.3,3.5,11122,Out of Stock,Young PLC,Bangladesh,0,Automotive|Seat Covers|Levi's|Pink|Ceramic,https://cdn.example.com/products/prod-bcbad654.jpg,2024-09-02 07:53:00,2024-09-16 07:53:00
5116,H&M Art Supplies Grey XL,Too inside consumer color clearly I understand research deep who ever group herself on return.,H&M,Books & Stationery,Art Supplies,84967.36,EUR,20,67973.89,5,1467,0631526987720,H&M-BOO-005116,PROD-89CF8BB3,Grey,XL,Plastic,17.53,124.4,125.2,67.5,3.8,13468,In Stock,"Mitchell, Thomas and Murphy",Vietnam,18,Books & Stationery|Art Supplies|H&M|Grey|Plastic,https://cdn.example.com/products/prod-89cf8bb3.jpg,2022-08-12 00:01:19,2022-11-15 00:01:19
5117,Under Armour Cameras Teal 11,Cell good paper age control career need.,Under Armour,Electronics,Cameras,24772.92,USD,25,18579.69,5,4951,0741891560418,UND-ELE-005117,PROD-4AB864D2,Teal,11,Ceramic,17.54,52.1,142.6,41.0,3.5,23248,In Stock,Jenkins-Rowe,China,18,Electronics|Cameras|Under Armour|Teal|Ceramic,https://cdn.example.com/products/prod-4ab864d2.jpg,2023-09-23 23:15:54,2024-06-20 23:15:54
5118,Adidas Planners Silver 8,Name rich choose group history indicate.,Adidas,Books & Stationery,Planners,24147.81,INR,20,19318.25,12,4130,0282737368893,ADI-BOO-005118,PROD-5CD20AC7,Silver,8,Stainless Steel,19.13,140.3,100.7,29.9,3.9,8160,Pre-Order,Walters-Johnson,Taiwan,0,Books & Stationery|Planners|Adidas|Silver|Stainless Steel,https://cdn.example.com/products/prod-5cd20ac7.jpg,2023-02-17 01:53:46,2023-08-25 01:53:46
5119,Bata Swimming Orange 38,Place miss trade charge together seat control decade build table almost car society yes.,Bata,Sports & Fitness,Swimming,56213.88,EUR,20,44971.1,18,1037,2302837426199,BAT-SPO-005119,PROD-6B780831,Orange,38,Stainless Steel,18.48,102.6,3.4,49.3,4.5,22994,Limited Stock,Johnson-Grant,USA,18,Sports & Fitness|Swimming|Bata|Orange|Stainless Steel,https://cdn.example.com/products/prod-6b780831.jpg,2023-09-14 04:19:56,2024-02-18 04:19:56
5120,Casio Swimming Grey L,Bad mission particularly paper left at trouble measure.,Casio,Sports & Fitness,Swimming,43264.48,INR,20,34611.58,18,33,0833595917626,CAS-SPO-005120,PROD-0231E305,Grey,L,Polyester,28.63,56.0,127.5,20.8,1.6,8704,Out of Stock,Singh-Smith,Vietnam,6,Sports & Fitness|Swimming|Casio|Grey|Polyester,https://cdn.example.com/products/prod-0231e305.jpg,2023-06-16 10:01:02,2023-10-20 10:01:02
5121,Calvin Klein Lighting Brown 30,Future always wind meet news begin rest particularly policy grow any rock nice rate issue.,Calvin Klein,Home & Kitchen,Lighting,25702.77,INR,30,17991.94,18,1549,9587819206966,CAL-HOM-005121,PROD-56246EB8,Brown,30,Silk,27.28,98.0,42.7,52.9,3.8,8357,Discontinued,"Hernandez, Griffin and Padilla",Japan,36,Home & Kitchen|Lighting|Calvin Klein|Brown|Silk,https://cdn.example.com/products/prod-56246eb8.jpg,2024-02-16 13:46:20,2024-07-14 13:46:20
5122,Polo Duffel Bags Cyan 34,Standard prove mother report stage relationship get same husband road.,Polo,Bags & Luggage,Duffel Bags,52491.4,INR,0,52491.4,18,2425,1342356633129,POL-BAG-005122,PROD-B2DD6438,Cyan,34,Linen,8.75,2.4,113.4,90.4,2.6,24856,In Stock,Sanders LLC,Vietnam,18,Bags & Luggage|Duffel Bags|Polo|Cyan|Linen,https://cdn.example.com/products/prod-b2dd6438.jpg,2024-01-01 10:37:28,2024-04-22 10:37:28
5123,LG Headphones Teal 42,Single far none fine four shoulder account edge unit break interesting entire base miss skin deal through right hope despite program professional play.,LG,Electronics,Headphones,92629.97,INR,25,69472.48,28,4745,6148729768871,LG-ELE-005123,PROD-844EB8E9,Teal,42,Nylon,20.05,42.0,80.6,26.7,3.7,7970,Limited Stock,"Raymond, Johnson and Jackson",USA,24,Electronics|Headphones|LG|Teal|Nylon,https://cdn.example.com/products/prod-844eb8e9.jpg,2022-08-22 04:04:43,2023-01-21 04:04:43
5124,Asus Medical Devices Blue 36,Up at we hope full light show site son close eye bill sound lawyer must since Mrs develop possible like difficult.,Asus,Beauty & Health,Medical Devices,21737.05,USD,60,8694.82,0,3042,6377559426969,ASU-BEA-005124,PROD-9C67C6C6,Blue,36,Metal,0.47,9.8,121.4,94.8,1.7,16832,In Stock,"Sandoval, Lee and Smith",Vietnam,0,Beauty & Health|Medical Devices|Asus|Blue|Metal,https://cdn.example.com/products/prod-9c67c6c6.jpg,2024-10-17 06:11:43,2024-11-24 06:11:43
5125,Calvin Klein Cookware Blue 32,Election by eye within bar music food few role item state career parent worry old method.,Calvin Klein,Home & Kitchen,Cookware,50626.91,INR,20,40501.53,12,471,7858395860074,CAL-HOM-005125,PROD-56BCC957,Blue,32,Stainless Steel,9.37,66.7,92.0,82.1,3.8,23902,Out of Stock,Woods PLC,USA,0,Home & Kitchen|Cookware|Calvin Klein|Blue|Stainless Steel,https://cdn.example.com/products/prod-56bcc957.jpg,2024-02-24 05:44:54,2024-04-18 05:44:54
5126,Bata Puzzles Purple 11,Want western entire detail explain see need.,Bata,Toys & Games,Puzzles,29070.47,INR,15,24709.9,18,1941,8605654514563,BAT-TOY-005126,PROD-C77BD75E,Purple,11,Cotton,16.15,27.9,67.7,8.4,3.9,15540,Discontinued,Stephens and Sons,Taiwan,18,Toys & Games|Puzzles|Bata|Purple|Cotton,https://cdn.example.com/products/prod-c77bd75e.jpg,2022-10-02 08:10:23,2023-07-05 08:10:23
5127,Levi's Activewear Grey L,Thus show happen for military hope word address pay impact although street few character.,Levi's,Clothing,Activewear,30245.28,INR,15,25708.49,18,1282,6287668629864,LEV-CLO-005127,PROD-0A9F5BE2,Grey,L,Polyester,2.78,56.2,79.0,55.7,1.1,24073,Pre-Order,Mitchell-Schneider,USA,12,Clothing|Activewear|Levi's|Grey|Polyester,https://cdn.example.com/products/prod-0a9f5be2.jpg,2023-05-12 21:14:46,2024-04-28 21:14:46
5128,Titan Jackets Pink 10,Both north carry listen ball draw one Mr better.,Titan,Clothing,Jackets,73807.7,INR,20,59046.16,18,1996,9152440952775,TIT-CLO-005128,PROD-14195F30,Pink,10,Denim,15.44,133.1,128.2,16.7,2.8,5207,In Stock,Espinoza-Foster,Taiwan,6,Clothing|Jackets|Titan|Pink|Denim,https://cdn.example.com/products/prod-14195f30.jpg,2022-05-13 12:33:30,2023-03-27 12:33:30
5129,Whirlpool Cameras Teal 32,Music newspaper raise tonight image believe administration lose successful collection north.,Whirlpool,Electronics,Cameras,86656.39,INR,30,60659.47,28,2216,7678821841350,WHI-ELE-005129,PROD-91CBB50D,Teal,32,Ceramic,11.53,151.7,107.7,1.3,4.3,12014,Pre-Order,Coleman-Johnson,Japan,36,Electronics|Cameras|Whirlpool|Teal|Ceramic,https://cdn.example.com/products/prod-91cbb50d.jpg,2022-01-24 19:20:32,2022-05-23 19:20:32
5130,Polo Outdoor Toys Red L,Between point whatever dinner finally later art him.,Polo,Toys & Games,Outdoor Toys,49936.74,INR,25,37452.56,0,2402,3075883857024,POL-TOY-005130,PROD-BC330F96,Red,L,Denim,4.93,53.0,50.1,54.2,4.0,12001,Out of Stock,Duarte Ltd,Taiwan,24,Toys & Games|Outdoor Toys|Polo|Red|Denim,https://cdn.example.com/products/prod-bc330f96.jpg,2022-12-26 09:58:39,2023-03-03 09:58:39
5131,Titan Covers Orange 10,Forward ground south statement rock network future account onto another state just author lot.,Titan,Automotive,Covers,48213.55,INR,50,24106.78,12,4089,6812405034382,TIT-AUT-005131,PROD-55EAC25E,Orange,10,Wood,15.95,90.2,37.5,87.8,1.6,5067,Limited Stock,"Boyd, Barton and Knight",Bangladesh,36,Automotive|Covers|Titan|Orange|Wood,https://cdn.example.com/products/prod-55eac25e.jpg,2024-12-26 20:53:17,2025-07-23 20:53:17
5132,Woodland Lighting Grey 7,Hundred ready Republican chair recent sister car control rate determine everyone tell.,Woodland,Home & Kitchen,Lighting,29557.47,INR,50,14778.74,0,4465,1878705025913,WOO-HOM-005132,PROD-E678F219,Grey,7,Ceramic,7.58,80.0,93.8,92.8,2.8,19102,Out of Stock,"Wright, Morrow and Gregory",Japan,0,Home & Kitchen|Lighting|Woodland|Grey|Ceramic,https://cdn.example.com/products/prod-e678f219.jpg,2024-06-18 19:24:14,2025-05-05 19:24:14
5133,Acer Boxing Olive XS,Dark poor agent necessary poor without fly sure.,Acer,Sports & Fitness,Boxing,35744.6,INR,5,33957.37,12,1691,6876065045591,ACE-SPO-005133,PROD-7EFB2B65,Olive,XS,Polyester,11.83,31.5,135.6,86.5,3.6,6691,Pre-Order,Acosta-Stanton,Italy,36,Sports & Fitness|Boxing|Acer|Olive|Polyester,https://cdn.example.com/products/prod-7efb2b65.jpg,2022-08-14 08:15:11,2023-07-11 08:15:11
5134,Reebok Swimming Yellow XL,Work leg fire kitchen wide public beautiful lose save remember quality house.,Reebok,Sports & Fitness,Swimming,74631.35,USD,15,63436.65,5,4897,9163275720590,REE-SPO-005134,PROD-3005E70F,Yellow,XL,Cotton,26.03,65.1,59.8,91.3,3.7,10374,Discontinued,Phillips-Crawford,USA,36,Sports & Fitness|Swimming|Reebok|Yellow|Cotton,https://cdn.example.com/products/prod-3005e70f.jpg,2024-05-26 06:44:49,2024-12-18 06:44:49
5135,Crompton Men's Grooming Rose Gold 30,Yes important watch lead that product risk draw go.,Crompton,Beauty & Health,Men's Grooming,69476.6,USD,0,69476.6,5,611,1757786553068,CRO-BEA-005135,PROD-248D3DA6,Rose Gold,30,Aluminium,7.1,51.5,134.9,59.4,1.1,14631,In Stock,Davis-Olson,Japan,18,Beauty & Health|Men's Grooming|Crompton|Rose Gold|Aluminium,https://cdn.example.com/products/prod-248d3da6.jpg,2024-07-19 18:10:31,2024-12-26 18:10:31
5136,LG Ayurvedic Beige 11,Husband task administration goal firm wide good drive author individual do assume explain degree something future spend according.,LG,Beauty & Health,Ayurvedic,80707.0,INR,70,24212.1,28,4412,1466784645827,LG-BEA-005136,PROD-FAC513DD,Beige,11,Aluminium,8.45,45.1,15.5,39.4,2.1,8001,Discontinued,"Sandoval, Edwards and Rodriguez",Taiwan,24,Beauty & Health|Ayurvedic|LG|Beige|Aluminium,https://cdn.example.com/products/prod-fac513dd.jpg,2023-04-13 05:55:57,2024-04-08 05:55:57
5137,Bosch Building Blocks Purple 10,Hundred population particular maintain foot energy husband reason raise provide figure no most half some charge close.,Bosch,Toys & Games,Building Blocks,96342.32,INR,60,38536.93,0,1986,6321042259879,BOS-TOY-005137,PROD-E5D2FC75,Purple,10,Denim,22.19,145.9,54.6,73.4,4.2,4116,In Stock,Watkins Inc,Germany,12,Toys & Games|Building Blocks|Bosch|Purple|Denim,https://cdn.example.com/products/prod-e5d2fc75.jpg,2023-09-28 21:28:47,2023-10-06 21:28:47
5138,Fossil Art Supplies Red XS,Social still mean pull option shake technology century throw recently hot suddenly into physical consider away where.,Fossil,Books & Stationery,Art Supplies,65948.36,INR,0,65948.36,28,2894,7326497314721,FOS-BOO-005138,PROD-A7456D0F,Red,XS,Wool,11.97,166.4,132.9,80.9,1.3,7588,Limited Stock,Woods-Morales,Bangladesh,36,Books & Stationery|Art Supplies|Fossil|Red|Wool,https://cdn.example.com/products/prod-a7456d0f.jpg,2024-05-14 22:56:08,2024-08-06 22:56:08
5139,Prestige Jackets Grey 6,Expert American movie agreement some sea perhaps main thank out shoulder dark bed then name fight each center eight.,Prestige,Clothing,Jackets,72125.44,INR,0,72125.44,0,2905,7369063636483,PRE-CLO-005139,PROD-221E1C25,Grey,6,Silk,22.38,73.3,8.6,69.9,3.4,21831,Limited Stock,"Brooks, Brown and Herman",Italy,12,Clothing|Jackets|Prestige|Grey|Silk,https://cdn.example.com/products/prod-221e1c25.jpg,2022-05-06 14:13:41,2023-03-16 14:13:41
5140,Crompton Flip Flops Red 9,Rock ground everyone while player camera owner event.,Crompton,Footwear,Flip Flops,12896.36,INR,70,3868.91,28,3555,5406259898088,CRO-FOO-005140,PROD-9B79278F,Red,9,Glass,20.33,34.0,64.7,72.2,3.6,12980,Limited Stock,Evans and Sons,Germany,24,Footwear|Flip Flops|Crompton|Red|Glass,https://cdn.example.com/products/prod-9b79278f.jpg,2023-09-22 02:00:36,2024-05-08 02:00:36
5141,Fossil Seat Covers Green One Size,Choose report discuss point no language require road trouble score western field on level.,Fossil,Automotive,Seat Covers,26196.35,INR,20,20957.08,18,3416,4557412743316,FOS-AUT-005141,PROD-69ADA31F,Green,One Size,Polyester,24.98,124.9,129.2,33.8,2.3,16971,Out of Stock,"Harper, Mitchell and Torres",Japan,6,Automotive|Seat Covers|Fossil|Green|Polyester,https://cdn.example.com/products/prod-69ada31f.jpg,2022-09-14 13:47:19,2023-08-03 13:47:19
5142,Casio Formal Shirts Black 34,Knowledge safe dog thus letter memory instead evening town always even.,Casio,Clothing,Formal Shirts,60403.84,EUR,0,60403.84,28,1894,2674318506332,CAS-CLO-005142,PROD-0503BFD0,Black,34,Rubber,4.71,163.5,83.4,84.3,4.4,5417,Out of Stock,Jefferson-Diaz,Germany,6,Clothing|Formal Shirts|Casio|Black|Rubber,https://cdn.example.com/products/prod-0503bfd0.jpg,2023-05-21 19:53:53,2023-11-03 19:53:53
5143,H&M Planners White 42,Somebody campaign outside rate yeah contain blood service black bill both front.,H&M,Books & Stationery,Planners,86377.53,INR,70,25913.26,12,4505,7236190649238,H&M-BOO-005143,PROD-67E28782,White,42,Stainless Steel,27.16,182.9,43.3,53.7,4.1,10316,Discontinued,"Romero, Brown and Burgess",South Korea,24,Books & Stationery|Planners|H&M|White|Stainless Steel,https://cdn.example.com/products/prod-67e28782.jpg,2022-09-07 08:58:42,2022-12-03 08:58:42
5144,Crompton Decor Green 38,Her tough bad idea clear read reason level month TV social whom.,Crompton,Home & Kitchen,Decor,60774.98,INR,50,30387.49,18,2349,0388422030738,CRO-HOM-005144,PROD-52C45C6D,Green,38,Plastic,25.37,26.4,64.6,39.1,4.5,18145,Out of Stock,"Robertson, Mata and Heath",Bangladesh,24,Home & Kitchen|Decor|Crompton|Green|Plastic,https://cdn.example.com/products/prod-52c45c6d.jpg,2024-08-02 21:00:42,2025-07-30 21:00:42
5145,Under Armour Wallets Purple XS,Career national above several health within this through I behavior fall bad Mr.,Under Armour,Bags & Luggage,Wallets,77136.75,INR,0,77136.75,18,4567,9717039947848,UND-BAG-005145,PROD-31847370,Purple,XS,Ceramic,19.2,19.1,127.6,41.3,4.4,12884,Pre-Order,Burke-Williams,Bangladesh,0,Bags & Luggage|Wallets|Under Armour|Purple|Ceramic,https://cdn.example.com/products/prod-31847370.jpg,2024-03-03 11:00:24,2024-05-08 11:00:24
5146,Asus Jeans Red 34,Phone upon until challenge happy like center before program those finish involve plan campaign necessary big party charge.,Asus,Clothing,Jeans,68505.11,INR,70,20551.53,0,1711,0031771025046,ASU-CLO-005146,PROD-8C0A1DCE,Red,34,Stainless Steel,20.4,191.6,51.7,81.7,2.4,12111,Discontinued,"Webb, Jackson and Velazquez",USA,6,Clothing|Jeans|Asus|Red|Stainless Steel,https://cdn.example.com/products/prod-8c0a1dce.jpg,2022-03-11 00:35:53,2023-03-01 00:35:53
5147,Wildcraft Laptops Blue 9,Case however respond prevent leg such himself.,Wildcraft,Electronics,Laptops,31863.73,USD,20,25490.98,5,2677,0721733400928,WIL-ELE-005147,PROD-9D355B47,Blue,9,Silk,2.93,142.2,30.2,80.2,4.3,4797,Out of Stock,Cunningham-Nelson,China,18,Electronics|Laptops|Wildcraft|Blue|Silk,https://cdn.example.com/products/prod-9d355b47.jpg,2023-12-07 15:01:59,2024-04-16 15:01:59
5148,Tommy Hilfiger Board Games Beige 7,Fish economy poor mind measure that travel sometimes quickly man.,Tommy Hilfiger,Toys & Games,Board Games,28809.94,USD,70,8642.98,0,2622,7091757513700,TOM-TOY-005148,PROD-1F4F46FE,Beige,7,Polyester,11.38,169.0,123.0,44.8,3.5,19424,Discontinued,Griffin LLC,Bangladesh,24,Toys & Games|Board Games|Tommy Hilfiger|Beige|Polyester,https://cdn.example.com/products/prod-1f4f46fe.jpg,2022-08-22 01:14:42,2022-11-06 01:14:42
